subject_ID,wm-lh-bankssts,wm-lh-caudalanteriorcingulate,wm-lh-caudalmiddlefrontal,wm-lh-cuneus,wm-lh-entorhinal,wm-lh-fusiform,wm-lh-inferiorparietal,wm-lh-inferiortemporal,wm-lh-isthmuscingulate,wm-lh-lateraloccipital,wm-lh-lateralorbitofrontal,wm-lh-lingual,wm-lh-medialorbitofrontal,wm-lh-middletemporal,wm-lh-parahippocampal,wm-lh-paracentral,wm-lh-parsopercularis,wm-lh-parsorbitalis,wm-lh-parstriangularis,wm-lh-pericalcarine,wm-lh-postcentral,wm-lh-posteriorcingulate,wm-lh-precentral,wm-lh-precuneus,wm-lh-rostralanteriorcingulate,wm-lh-rostralmiddlefrontal,wm-lh-superiorfrontal,wm-lh-superiorparietal,wm-lh-superiortemporal,wm-lh-supramarginal,wm-lh-frontalpole,wm-lh-temporalpole,wm-lh-transversetemporal,wm-lh-insula,wm-rh-bankssts,wm-rh-caudalanteriorcingulate,wm-rh-caudalmiddlefrontal,wm-rh-cuneus,wm-rh-entorhinal,wm-rh-fusiform,wm-rh-inferiorparietal,wm-rh-inferiortemporal,wm-rh-isthmuscingulate,wm-rh-lateraloccipital,wm-rh-lateralorbitofrontal,wm-rh-lingual,wm-rh-medialorbitofrontal,wm-rh-middletemporal,wm-rh-parahippocampal,wm-rh-paracentral,wm-rh-parsopercularis,wm-rh-parsorbitalis,wm-rh-parstriangularis,wm-rh-pericalcarine,wm-rh-postcentral,wm-rh-posteriorcingulate,wm-rh-precentral,wm-rh-precuneus,wm-rh-rostralanteriorcingulate,wm-rh-rostralmiddlefrontal,wm-rh-superiorfrontal,wm-rh-superiorparietal,wm-rh-superiortemporal,wm-rh-supramarginal,wm-rh-frontalpole,wm-rh-temporalpole,wm-rh-transversetemporal,wm-rh-insula,Left-UnsegmentedWhiteMatter,Right-UnsegmentedWhiteMatter
CNBD_02146,2866.2,2584.5,7200.1,2845.7,1103.0,6255.9,10571.0,7323.0,4029.2,10564.4,6960.7,5516.9,4805.6,4279.5,1443.4,4721.4,3957.7,1261.6,3496.2,3487.8,8174.9,4826.6,14954.8,11161.4,2719.3,14445.5,21333.1,13431.8,8588.4,12282.2,380.4,818.9,759.4,9921.6,2774.1,2594.4,6410.8,2999.7,987.6,6228.1,13796.5,6554.5,3878.2,10555.8,6282.5,6043.2,4406.5,6934.1,1496.3,6117.4,3503.6,1362.9,3592.5,3993.6,8592.5,4548.3,15155.5,11884.4,2321.3,13927.2,17930.2,12641.7,7005.5,9639.6,449.4,934.5,689.3,10081.3,30807.9,31616.6
CNBD_02148,2710.3,2335.9,5849.1,1814.6,595.3,5104.9,10239.8,6865.9,3315.1,7848.0,5625.6,3566.7,3606.5,6223.4,1251.6,3732.6,3516.0,770.2,3074.3,2250.0,7333.5,3939.5,11436.4,8472.2,2267.6,9830.7,16309.5,11293.6,6251.6,8415.4,272.4,693.8,793.8,7934.1,2421.2,2492.5,6119.4,2167.3,737.0,4317.4,11527.3,5828.7,2760.1,8677.7,5529.8,3696.8,3962.2,6614.8,1194.8,2920.8,3530.5,1091.9,3893.4,3340.2,5113.2,3825.6,9251.2,8300.7,2043.1,15189.6,19281.9,8829.9,5122.7,5456.7,384.4,613.6,649.0,9619.2,19826.0,20579.7
CNBD_02150,2716.2,3670.6,8099.7,2632.6,1231.9,7713.3,12478.8,8248.1,4027.2,9338.7,7132.9,4650.1,4871.4,7481.0,1495.6,4579.9,2983.4,1085.2,3196.6,3418.7,10951.0,4846.6,16750.5,9955.0,2701.6,16963.1,21769.9,14022.6,9989.5,12430.2,367.4,902.5,636.4,9619.7,3693.4,2856.7,5626.9,3040.5,1262.0,7873.5,14335.8,7539.8,3522.7,10435.8,8630.9,5493.6,4476.9,8027.9,1702.2,4967.2,3000.5,1643.1,4105.3,3940.5,9493.7,4863.4,15163.1,11269.1,2506.2,18703.1,21654.8,15282.6,8151.1,10616.9,583.1,1090.6,703.4,9851.2,43456.2,43804.3
CNBD_02151,2591.9,2052.7,5705.9,2596.2,570.5,7405.2,8171.1,6392.9,3197.6,9016.9,6080.8,4624.6,3340.0,6062.4,1513.8,4002.8,3886.0,920.6,2877.3,4173.8,7507.5,3913.9,12517.7,8141.0,2132.5,11404.5,19122.9,12079.6,7341.4,9409.6,325.6,724.7,1064.8,9579.9,2840.2,2284.0,5379.2,2274.1,565.6,6573.4,11857.8,5679.1,3167.3,7966.9,7498.2,5769.8,3617.6,6747.0,1759.9,4428.8,2903.1,1290.1,2935.0,4390.6,7445.5,4228.0,13546.8,8316.6,1605.6,11186.6,18018.2,11711.4,6963.9,7975.0,290.5,707.8,866.3,9303.6,36486.8,37675.2
CNBD_02152,2996.7,2313.7,6922.8,3236.1,1379.7,6343.3,10685.0,7697.1,4064.1,10952.4,7322.1,6366.2,4593.5,6683.8,1486.0,4458.2,3933.7,836.7,3023.5,4432.6,10155.3,3939.1,15156.9,9513.2,2543.2,12562.6,19296.7,14975.3,8229.9,8725.8,351.9,835.5,880.3,10062.9,3361.0,2911.1,6330.9,3150.8,1097.3,7131.6,12860.3,6984.2,3795.7,12309.2,8017.5,7277.1,4091.9,7378.8,1577.4,4902.8,3394.3,1319.5,2882.2,5082.9,9393.2,4609.8,15071.7,10686.3,2487.7,12278.8,17775.7,13156.5,7375.1,9787.5,466.1,841.1,746.9,9526.8,28522.3,29469.0
CNBD_02153,3594.0,2750.4,5569.0,2661.9,1160.8,6463.0,9628.9,6883.3,3571.1,8650.7,6403.0,4079.9,3512.1,6581.6,1545.0,3893.5,3414.7,981.3,3005.3,3709.7,8653.8,3960.1,14564.5,8063.8,3181.2,12584.2,16309.2,12607.4,7988.4,8477.2,279.5,885.0,1001.3,9618.7,2957.0,2629.6,5152.4,2970.2,921.9,6816.3,10091.7,6612.2,3696.2,10129.3,7095.2,6147.2,4054.0,7723.3,1572.7,4140.4,2717.0,1220.5,3222.6,3609.6,9856.4,3543.5,15501.1,9572.3,2162.9,13795.1,15091.8,11345.2,6772.8,10096.4,501.3,1049.1,718.5,9382.6,33034.4,34611.7
CNBD_02155,1867.0,2952.4,7782.7,2695.9,900.5,7794.6,10705.1,8705.9,3982.8,11278.6,7687.9,4843.5,2927.4,6678.7,1489.1,3444.2,6348.1,1429.3,3489.9,3660.4,6166.9,4472.4,9866.2,9984.5,2970.6,20944.4,23941.4,10375.5,9296.5,6874.8,396.3,1041.4,837.0,10587.4,2752.7,3025.7,6349.3,3483.7,1136.8,6271.2,13592.3,6398.7,3461.5,9986.4,7610.9,5700.2,4132.9,6830.5,1575.1,5034.6,3185.3,1302.9,3369.8,3573.7,7835.7,4532.1,13985.8,11304.4,2184.0,13892.6,17649.1,12797.5,8247.3,10004.2,428.8,1034.8,623.5,10517.8,31434.7,31932.4
CNBD_02156,3638.8,3765.6,8181.3,2895.9,1291.4,8888.5,10736.2,8573.1,4590.4,11422.6,8415.9,5835.7,4601.8,7732.2,1694.8,4820.8,4145.3,1487.4,3753.8,4106.1,10839.1,5610.8,16516.3,11633.4,3900.3,18881.9,21892.1,15209.7,10848.3,13783.7,311.5,1035.6,978.9,11335.4,2851.9,2770.6,6686.3,3325.5,1085.2,7400.9,14063.1,8649.9,4097.7,13303.4,8367.8,6079.5,5193.3,9676.6,1623.1,5806.9,3869.6,1322.5,3880.0,4290.9,10935.0,5243.5,17840.0,12688.9,2915.7,19604.5,21781.2,15446.5,9287.6,10264.7,403.9,1100.5,801.9,11319.8,47148.4,46701.6
CNBD_02157,2935.1,2484.5,6515.6,2989.2,1187.4,5931.1,8253.1,6047.3,3784.9,10364.8,7232.0,5819.3,4522.3,5668.3,1736.0,3580.6,3480.2,1230.2,4086.0,3488.5,8509.9,4125.6,13770.4,9807.7,3219.4,13254.3,19018.8,14218.4,8287.6,8904.1,441.0,821.0,733.1,9519.7,3085.8,2955.6,5837.3,3119.1,918.3,5750.6,14285.2,6134.1,3844.7,9360.3,7321.4,6166.8,4327.6,5919.8,1669.9,5336.6,2984.5,1406.1,3653.5,3812.9,8181.9,4634.5,15710.0,11059.6,1745.4,11958.2,20749.0,12372.8,6825.1,7467.5,385.9,650.8,790.2,9293.3,34767.2,34198.8
CNBD_02251,2835.5,2342.3,5125.6,2125.8,918.3,5540.5,8924.6,6425.3,2305.5,9174.5,5805.8,3960.5,3757.7,5362.9,1275.8,2227.3,3381.5,1067.2,3334.7,3310.2,4595.8,3587.5,7414.6,6458.0,1943.4,15243.8,19340.9,8696.9,5408.8,4477.6,293.1,758.0,814.4,8147.6,2426.0,1916.7,4201.0,2427.5,860.9,5539.1,10474.2,5736.8,2523.1,8620.9,5811.8,4205.1,3219.9,5371.7,1256.0,3443.1,2275.8,857.7,2565.1,3124.5,6211.5,3138.3,12509.5,8855.6,1280.0,9043.1,13259.1,10880.5,5024.6,7519.4,337.2,604.1,443.5,7567.1,23847.0,24457.1
CNBD_02256,3168.3,2655.1,7247.0,3235.6,942.4,7306.9,10873.4,6487.4,4201.0,10394.3,6839.5,5491.4,4376.0,6022.7,1811.0,3919.7,3632.3,1093.8,3594.0,2744.4,7692.0,5126.1,14656.0,8865.6,2526.4,14896.5,21003.8,14088.6,10547.6,10043.6,472.0,856.3,974.8,9973.9,1205.1,2433.7,2491.6,506.8,2273.3,6796.0,6917.1,1208.3,6136.4,2538.0,837.8,1898.7,7894.1,3361.0,1712.0,807.0,2059.2,1400.7,5208.1,3117.9,6152.1,5050.9,588.7,7139.9,11702.3,5135.6,5219.0,5629.7,319.6,321.8,524.7,2654.6,33312.5,11076.0,28814.9,29334.0
CNBD_02257,2019.7,1665.9,4050.4,1564.8,491.4,3466.9,6666.9,3972.6,1604.5,6224.7,3991.2,3415.0,2973.6,4879.9,802.3,2707.1,2220.0,640.1,1916.2,2294.4,5454.1,3200.3,10282.9,4587.6,1807.6,7153.9,12605.2,6149.5,5595.3,6529.3,222.8,533.0,680.0,6398.9,2144.8,1641.8,5704.2,1844.5,512.3,3898.2,9558.7,4761.4,2569.6,7511.0,5408.7,4558.2,3219.7,5238.0,1073.1,3287.5,3353.8,1153.0,3184.7,3155.1,6752.9,2549.0,12568.6,6717.9,1446.6,9989.0,13499.6,7488.0,5481.6,8304.8,258.8,543.5,569.3,6618.1,7506.0,14947.9
CNBD_02260,1956.1,2234.3,4879.6,2476.7,810.7,5947.6,9737.1,4561.0,3048.7,9916.8,4927.8,5617.8,3131.8,4459.0,1436.8,3466.8,3512.0,946.0,2881.0,3372.6,6239.5,3625.6,12115.8,7923.3,2098.0,9412.3,14308.9,10768.3,6722.5,7780.2,345.0,660.5,737.7,8554.6,2469.0,2161.6,4932.6,2913.4,899.7,5430.0,10699.1,4998.0,2803.3,9310.2,4818.1,5811.6,3824.2,4674.8,1297.4,4380.3,2764.1,1030.1,2890.8,3853.7,5805.3,3642.4,11781.4,8066.0,1320.2,9422.3,14923.2,10588.4,5576.9,6867.0,334.3,754.3,814.8,7785.7,25415.2,25172.0
CNBD_02307,2554.2,2209.5,6586.3,3197.3,650.1,5716.9,9312.4,6083.2,3095.4,10675.0,6064.4,5839.2,4276.3,6007.6,1420.0,4220.8,2773.3,637.8,2017.7,4852.3,7885.1,4271.4,13613.9,7391.0,1940.5,11306.1,18530.3,10748.1,7129.1,5918.2,272.3,699.3,1154.4,8745.3,2375.4,2295.4,6399.4,2677.8,730.1,5683.5,12696.5,5486.6,2987.3,11293.3,5942.4,5639.3,3936.8,5475.8,1382.0,4395.7,2580.0,1074.6,2596.4,4182.0,6494.1,3940.6,14235.8,8974.6,1802.2,12493.7,16640.1,11687.3,5511.1,6320.8,329.7,786.0,464.4,8302.2,26323.4,27136.5
CNBD_02312,2977.8,3127.8,6404.8,2914.4,1061.1,5378.5,11314.5,7493.7,3690.7,10069.5,7292.0,6530.7,3887.4,6520.5,1601.0,3729.1,3306.1,997.1,2852.8,3341.7,9416.1,3995.7,16298.1,9534.0,2191.5,12191.2,17395.9,12920.9,8821.9,8745.2,317.1,807.8,1144.5,9948.9,2643.4,2619.1,5852.4,3413.1,922.5,7088.3,11994.6,6670.1,3674.6,10316.0,7950.4,6760.7,4439.8,6572.6,1443.0,5055.9,2676.9,1661.9,3242.8,4332.1,8613.0,3978.4,14427.6,9521.8,1836.8,11847.6,16945.4,11943.5,6731.3,7678.5,385.7,923.4,727.2,9204.0,28798.2,28616.4
CNBD_02313,2655.2,2115.7,6090.9,2351.9,679.9,6196.4,8460.0,4984.2,3222.5,10123.5,5922.2,5474.4,3241.5,5587.2,1412.1,3181.2,2652.6,981.7,2442.6,3498.0,7495.6,3891.7,14387.7,8391.2,2433.5,10411.8,15442.2,11080.1,7484.1,7721.7,342.7,743.6,873.4,9840.7,2195.8,2734.6,4957.3,2698.0,567.4,5368.5,12336.9,4829.1,3096.6,8493.4,5753.8,5860.0,3280.4,6366.3,1643.2,3164.5,2969.1,811.9,3072.6,2860.3,6915.9,3776.7,12942.1,8659.9,1542.8,10345.4,15161.3,9811.3,6383.3,6332.4,421.0,699.8,584.2,9734.0,24549.7,23139.8
CNBD_02317,2444.8,2819.3,6423.4,3516.7,830.1,7557.2,11242.7,7140.4,4986.4,10356.1,7839.5,8275.2,4096.7,6415.6,1821.0,3904.1,3841.2,1103.3,2890.7,5136.7,8579.0,4332.6,17458.3,12148.2,2540.2,14773.1,17454.6,17220.9,10812.7,11677.0,360.2,1011.9,730.6,9432.3,3413.7,2680.3,7334.2,3492.2,1035.6,6756.3,15482.9,7026.1,4272.0,11641.8,8206.6,7908.3,4815.9,7864.3,2142.1,5370.9,3655.4,1259.7,3166.0,4703.1,8812.6,4668.9,18366.6,12920.3,1757.9,13362.4,18327.1,13805.5,8555.5,10891.7,440.2,1031.4,595.5,9520.8,37942.3,38725.2
CNBD_02318,2064.9,2208.9,5967.3,3441.2,1204.5,6340.6,11667.8,6510.8,4375.2,9483.6,7509.3,6302.0,3428.9,6974.1,1528.2,4477.8,3180.0,1159.0,3065.9,4813.0,8020.3,4549.1,15025.5,10568.2,3222.3,12945.2,19861.2,12729.4,10460.0,12966.8,370.4,742.4,994.8,10113.2,3149.6,2541.8,5354.0,3361.3,759.4,6357.1,12930.4,6645.5,3532.4,10580.9,7740.9,7151.4,4489.2,7370.2,1550.5,5338.5,2745.1,1771.5,3911.6,4589.2,7844.3,4531.3,14225.7,11632.5,2437.5,15368.6,17875.4,12255.9,8528.7,9367.9,407.6,948.7,699.0,10445.0,30204.5,28229.0
CNBD_02319,3271.5,2519.8,5323.4,3222.6,732.6,7278.5,9185.2,6538.3,3134.2,11401.0,7395.8,6709.6,3940.3,6714.0,1830.1,3228.5,3939.1,1176.9,3711.6,3256.0,6947.5,3438.2,12125.2,9601.3,2384.4,14255.7,18478.9,10684.4,8604.0,7593.0,397.1,594.5,899.7,10277.6,2931.6,2931.0,5606.9,3309.2,728.5,6454.2,12557.2,6351.0,3340.2,11764.7,7575.8,5598.5,4259.7,7108.6,1956.8,3941.9,3349.8,1641.4,3342.1,2796.8,7399.0,4220.0,14840.3,10112.4,1715.2,12852.6,16491.8,10777.5,6895.0,8265.5,542.7,916.6,801.1,10454.4,32430.2,34280.1
CNBD_02342,2388.8,2439.3,5184.9,2283.5,831.6,5346.4,12136.2,6279.4,3723.0,9134.0,5955.8,5386.3,3510.8,6456.7,1196.2,4173.0,2394.9,925.0,2026.5,3347.2,6655.0,4258.4,13152.7,8007.1,2452.3,10111.7,15227.1,11079.5,7217.5,8114.2,338.9,670.4,709.8,9244.7,2679.5,2970.4,5138.3,2574.7,710.4,4972.1,11670.9,5640.9,3255.9,8909.4,6427.2,5712.4,3916.7,6779.8,1540.9,3251.9,2176.4,1073.3,3616.8,3178.6,5136.6,4305.5,7294.3,7825.4,1962.5,17430.1,17773.8,8089.9,6074.3,5547.8,441.9,686.4,629.0,9551.2,26325.6,25703.1
CNBD_02345,3327.6,2438.2,5741.1,2074.4,746.4,6791.0,12649.2,6641.5,2970.8,9335.0,7106.9,5097.5,3527.7,5682.0,1731.3,4292.5,3119.5,1057.5,2941.5,2898.9,7669.7,3978.9,14074.1,10628.8,2264.5,12991.7,18580.6,14191.7,6351.1,8124.8,250.8,596.7,1021.2,9787.9,3018.4,2938.2,5232.9,2391.8,707.6,5438.6,12256.2,6168.1,3408.2,9453.0,6518.6,4351.2,3726.2,6697.1,1539.5,4497.1,3152.5,1261.2,3574.6,2694.2,7829.7,3838.0,14303.4,10287.7,2207.5,12970.5,15570.2,13252.5,6096.9,8624.9,418.3,944.0,723.7,9359.4,28723.7,28526.1
CNBD_02346,3890.1,2768.9,6931.3,2808.9,1172.8,6438.7,10050.1,6623.5,4231.1,12056.0,7536.1,5663.7,4474.9,5508.6,1377.8,4066.1,3814.9,962.5,3490.2,3112.0,7600.6,4565.5,14649.4,9104.3,2493.3,12141.9,18487.8,13416.8,9253.0,10228.7,254.1,697.7,905.6,9741.3,2847.4,2878.4,5576.0,2837.8,986.7,7249.6,12935.6,6623.1,4050.1,10252.0,7854.5,5888.1,4342.9,7183.3,1195.3,4041.7,2966.0,1526.6,4200.5,2900.6,7441.2,3956.3,14140.5,10534.4,1690.2,13784.2,17539.4,13076.1,7397.6,9815.5,389.6,788.8,677.5,9735.7,35042.6,35815.4
CNBD_02351,3100.6,2733.7,7682.4,3455.5,934.2,8301.3,11223.2,8700.4,4473.4,12137.4,8476.3,7023.5,4771.8,7357.3,1917.8,4643.3,4420.6,1476.4,3470.8,4162.6,8220.9,4903.7,16852.0,11177.4,2658.6,15290.9,20506.8,13504.0,9927.7,10927.4,334.9,746.2,1313.5,9495.4,2630.4,3165.6,7171.1,3787.0,733.2,6898.5,13207.0,7263.1,4161.6,11320.8,7871.2,7939.3,5102.2,8640.1,1908.9,5737.9,2962.9,1551.4,4173.3,4421.5,7730.3,4661.2,16572.6,10873.8,2042.8,14022.7,18847.2,13751.0,8240.1,9557.2,314.9,891.0,785.8,9539.8,39112.7,40352.5
CNBD_02361,3761.8,3130.4,5451.5,2524.7,1309.6,6169.4,10061.6,7280.4,3176.3,8952.4,6180.0,6452.1,4127.7,5924.3,1483.0,4720.5,4045.6,909.1,3111.0,3735.1,7413.1,4567.3,12372.2,8815.3,1981.3,12558.5,18251.7,12300.8,6818.3,8570.5,268.9,833.0,1055.6,7984.4,3264.9,2781.7,7601.6,2713.8,963.5,6092.9,11858.5,6528.0,3502.4,8049.6,6639.8,6116.6,3869.5,6452.8,1304.1,5286.3,2961.3,1313.9,3207.3,3253.7,7583.9,4492.4,14172.6,10614.1,1659.7,11201.7,16858.4,12171.8,7111.7,8334.5,461.9,744.2,695.6,8369.9,29965.8,28074.9
CNBD_02366,3477.1,3109.9,6367.0,2793.1,1460.4,7357.5,10625.5,6356.8,3354.3,10693.6,6829.0,5427.5,3019.2,6095.5,1859.9,3743.3,3614.6,974.1,3121.8,2958.4,7301.5,4187.6,13388.4,8430.2,2599.0,12126.1,17771.2,10082.3,8176.6,7496.6,291.5,814.0,780.8,10728.1,2132.7,2465.1,5459.6,3000.0,783.4,6784.7,10372.3,6322.5,3213.5,10158.9,7988.7,5296.8,4241.0,6487.0,1960.8,4365.5,2959.3,1347.6,3502.0,3009.2,7941.9,3681.1,13217.6,9449.8,1757.8,11772.1,17555.7,10535.0,6958.9,8504.8,355.2,870.7,518.9,9354.8,30567.2,31280.5
CNBD_02368,2185.2,2146.3,6438.5,2366.6,558.7,6573.6,11130.3,5570.2,3656.0,8602.3,6247.7,5355.2,3892.8,5002.1,1604.3,4663.4,3946.2,1015.6,2908.4,2896.5,8504.9,3650.4,15140.7,9127.5,2610.5,10091.5,16647.9,11299.7,7265.8,9259.6,311.5,705.4,942.6,9977.7,2327.0,3580.1,5322.3,2649.9,566.9,5526.6,10123.0,5383.3,2617.7,8716.1,6539.0,5376.0,4420.7,6354.1,1647.9,4387.3,3206.1,1427.3,3300.6,3141.3,10075.6,3927.2,15128.3,9455.4,1588.6,10462.7,13866.2,9235.9,6507.2,9565.2,448.3,738.7,617.1,9160.0,21691.6,21107.0
CNBD_02370,2547.6,2384.7,5477.1,2809.7,1003.8,6589.0,10321.9,7220.0,3390.4,11696.9,6481.7,5877.1,4333.8,6050.6,1733.3,3555.7,2889.0,920.3,3201.8,3767.1,7249.7,3983.6,12377.9,8349.2,2190.8,11354.0,16324.7,10336.0,8133.5,8405.1,346.0,867.2,739.5,10804.4,2740.4,3021.7,5204.6,2602.2,1111.5,7118.6,13073.4,6423.7,3179.6,10566.9,6573.5,6259.5,3719.9,6438.4,1538.5,4252.3,2890.3,1267.3,3634.7,3322.8,7370.4,3679.2,14272.7,9915.0,1875.6,10338.2,15159.0,9341.4,6805.1,8855.3,391.9,712.8,622.9,9797.5,24687.0,23322.1
CNBD_02371,2587.2,2231.1,5269.8,3010.7,704.3,7202.8,8254.0,7596.7,3097.2,8653.2,6390.3,5523.9,3665.3,5989.7,1434.9,2574.5,3307.0,1120.3,3093.9,4015.9,7149.3,3634.0,13269.4,8342.4,2582.2,13132.3,16004.2,11067.8,7845.0,7805.6,374.6,738.6,1012.4,8914.3,2767.7,2978.9,5052.1,2659.3,648.3,6204.3,9209.8,5923.7,3036.0,10113.4,7298.8,6218.3,3827.8,6356.2,1739.0,4592.1,2596.4,1019.9,2930.9,3799.7,8207.2,3819.4,13653.8,8364.0,1935.0,14703.0,14158.2,10749.8,6770.7,6651.4,287.6,887.3,660.1,8809.0,28293.3,30018.8
CNBD_02373,2421.3,2037.2,5587.5,3165.2,845.4,6853.7,10632.4,6262.8,4044.3,9882.9,7286.2,5961.4,4150.2,6419.0,1624.3,4739.7,4788.3,1245.2,3136.3,3213.2,8668.8,3521.1,15936.5,10828.4,2689.7,11071.8,16305.4,13757.3,10225.6,11862.7,218.2,773.6,1005.7,9915.8,2785.4,2963.4,6736.4,3004.7,696.4,6990.4,8807.8,7288.3,3943.0,11015.9,7233.8,5962.7,4395.5,7083.4,1662.3,3005.8,4265.6,1453.4,4930.2,3489.8,6624.3,3846.5,10655.0,8157.7,2033.1,18544.8,21071.7,9598.0,7511.9,6855.6,257.8,780.4,705.8,9559.6,36302.6,34838.4
CNBD_02378,1823.6,2036.7,5564.2,3017.8,1115.9,5729.3,9685.0,6570.0,3851.6,9007.8,6469.0,5816.4,3816.7,5127.9,1568.9,2839.5,3362.3,873.4,2755.1,4317.5,6273.0,3870.7,13617.9,9933.8,2436.7,12811.0,16231.5,13143.4,7943.8,7063.5,326.9,810.8,977.3,9922.5,1688.0,2466.8,5244.7,2986.8,1023.0,5311.4,11269.1,6568.9,3669.9,9465.8,7380.1,6823.6,4092.1,6053.9,1485.1,4317.9,2815.3,1283.6,3170.3,4697.4,6492.3,3504.1,14029.1,9205.1,1498.9,12743.2,15885.6,11832.8,6949.3,7608.7,458.4,782.4,860.8,9645.7,27451.5,27697.1
CNBD_02384,3738.3,2293.3,6155.4,3264.9,1422.6,7703.5,13610.1,8037.7,4236.3,9567.7,7964.3,6202.4,4844.4,6259.5,1936.5,4598.4,4009.5,1333.1,3745.0,4213.8,7550.5,4660.8,15160.4,12029.1,2548.8,13515.0,18245.4,13341.7,9642.5,10898.9,382.1,748.0,814.9,10613.4,2398.7,2200.5,6731.0,2733.5,1094.1,6765.4,16456.1,7466.2,3613.7,10874.7,7274.8,6706.7,4378.2,8056.8,1699.2,4085.6,4274.1,1657.1,4114.5,4345.8,7965.0,4512.0,14876.2,11351.0,2532.7,12478.9,16987.7,13133.4,8058.3,10159.2,418.8,900.6,573.3,10979.9,35039.6,36579.4
CNBD_02388,4202.2,3051.5,6500.4,3042.2,1100.2,7492.0,12009.2,8703.1,4043.7,12297.4,8119.9,5659.8,4985.7,7340.2,1665.4,4294.8,4249.1,1493.1,3280.7,3900.4,8968.1,4821.2,16244.7,10644.2,3094.7,13192.8,18298.9,12710.8,8720.4,10454.3,420.7,797.1,978.2,10516.4,3382.8,4202.1,5351.1,3162.2,1047.7,5915.4,14381.6,8726.4,3285.3,11169.4,7837.8,6940.3,4768.7,9088.8,1731.0,5044.0,2937.0,1607.6,3082.1,4079.1,8371.1,4309.3,15321.7,11239.0,2843.4,16593.7,16975.1,11558.8,8117.3,8689.5,413.6,921.9,654.1,10464.0,37957.8,39243.8
CNBD_02389,2908.0,2430.3,6635.8,2478.2,1219.7,6080.7,11328.4,8495.6,4153.2,10709.2,6889.4,5092.3,3951.9,5823.1,1675.9,4875.3,3469.4,938.3,3248.0,3037.9,8054.3,4517.6,14764.1,9543.5,2428.8,11869.8,18862.6,11390.2,7537.3,8867.0,381.3,928.2,914.6,10689.4,1990.2,2535.5,5860.7,3347.2,929.4,6512.4,12624.5,6688.0,3828.8,11647.3,6869.0,6473.5,4257.1,6676.7,1471.6,4917.4,3629.3,1533.3,3982.0,3564.8,7953.8,3989.6,14573.1,10687.2,1815.0,12492.2,17787.0,10857.0,7117.5,8599.9,525.0,816.0,544.3,10022.1,27165.3,27806.8
CNBD_02390,1989.8,2587.7,7704.9,3763.2,738.7,5923.8,13476.8,6330.6,3770.1,11476.6,6789.0,5211.1,4191.2,6827.4,1397.6,3916.3,2913.1,1020.4,3149.1,4178.1,7788.2,4345.3,16782.8,11090.1,2117.6,14926.8,19514.8,14612.9,9907.8,8935.7,507.7,811.2,927.2,9756.3,2767.6,3692.6,6784.8,3506.4,737.8,5936.5,14295.5,7490.5,3539.5,10303.0,8202.5,6153.4,3979.2,6612.2,1484.0,4552.2,2914.8,1367.7,3181.4,4675.3,9097.2,5255.9,16610.7,10641.7,1913.1,12605.3,17076.9,11349.0,7508.1,9872.6,491.3,767.7,656.0,9364.5,32001.4,30922.1
CNBD_02391,3513.3,2790.1,5999.5,3023.4,795.3,6421.9,10542.1,6448.0,3671.8,10835.0,6841.1,5917.9,3990.4,6172.4,1538.9,3785.1,3887.1,1009.6,4157.2,3249.8,7630.4,4393.1,13548.0,9756.0,2462.6,15403.3,18887.1,11864.9,8562.7,8873.2,304.5,660.2,685.1,9310.3,2586.1,3091.8,4789.4,3039.0,823.0,6250.4,11716.3,6413.1,3149.4,9931.3,7530.6,6494.4,3763.8,7377.7,1411.1,4335.8,3263.5,1409.6,3356.8,3365.1,7364.9,3856.3,13557.9,11199.1,2285.8,15711.6,17336.5,12040.7,6441.1,8244.9,383.6,767.3,795.0,8927.4,26779.2,26274.2
CNBD_02392,2375.5,2161.4,7265.2,2592.2,1359.1,7141.2,10833.7,6411.1,4121.4,9320.8,7623.2,6009.5,4339.0,4968.5,1985.5,3915.5,4098.4,1366.5,3411.1,2621.7,6729.7,4837.1,14636.5,11819.8,2445.7,13381.7,19691.2,14309.5,10134.6,10823.0,313.0,804.7,1079.5,10113.8,1862.5,2878.6,6477.7,2728.2,1121.6,6684.9,12589.8,6399.2,3746.9,9883.2,8574.3,5401.3,4853.2,6687.4,2223.6,5503.0,3222.8,1608.6,3568.6,3232.4,8003.0,4729.8,13912.3,12883.9,2108.7,13969.6,17993.0,11580.8,7117.5,10126.7,414.9,856.1,785.4,9392.0,36911.3,37840.1
CNBD_02393,2089.3,2764.9,5021.8,1149.8,730.9,5031.4,12079.7,4983.6,3789.9,4948.5,4585.4,2602.7,2854.5,6101.4,1342.8,3473.3,2353.8,661.6,1798.1,1139.6,8787.0,4250.8,11909.6,7546.4,2335.2,8844.6,13236.0,11932.9,6331.4,8571.6,226.3,632.6,825.0,10147.3,1627.4,2526.3,4715.6,1380.6,874.5,3830.9,8802.2,4943.6,3390.7,6221.6,4915.5,2807.4,2843.7,5249.2,872.5,4055.0,2624.5,1113.2,2418.6,1438.5,7949.6,3634.0,9184.6,7588.3,1582.9,11006.3,17684.1,8980.1,6644.0,10729.1,332.7,926.0,591.1,8756.5,29305.3,30314.7
